order_id,order_date,customer_id,email,city,channel,status,quantity,unit_price
O04065,2024-03-04,C0150,wyatt.abbott150@thistlewoodmail.example,Fort Collins,store,completed,11,68.85
O04653,2024-03-04,C0135,chloe.hensley135@thistlewoodmail.example,Lancaster,web,completed,12,267.43
O05191,2024-03-04,C0004,luke.thatcher004@thistlewoodmail.example,Fort Collins,web,completed,10,345.68
O00330,2024-03-05,C0014,avery.chandler014@thistlewoodmail.example,Northampton,web,completed,5,383.82
O01568,2024-03-05,C0001,ava.gallo001@thistlewoodmail.example,Traverse City,web,completed,8,321.54
O01998,2024-03-05,C0105,ella.keller105@thistlewoodmail.example,Chattanooga,web,pending,7,312.51
O02010,2024-03-05,C0172,noah.mercer172@thistlewoodmail.example,,web,completed,5,175.25
O03687,2024-03-05,C0115,isabella.iversen115@thistlewoodmail.example,Charleston,web,completed,16,251.39
O03838,2024-03-05,C0129,sophia.quintero129@thistlewoodmail.example,Traverse City,web,completed,6,180.8
O04873,2024-03-05,C0149,olivia.lambert149@thistlewoodmail.example,Madison,web,cancelled,12,118.14
O05509,2024-03-05,C0159,julian.mercer159@thistlewoodmail.example,Madison,phone,completed,5,86.46
O05588,2024-03-05,C0033,ella.parrish033@thistlewoodmail.example,Northampton,web,completed,4,447.66
O05666,2024-03-05,C0049,matthew.thatcher049@thistlewoodmail.example,Bozeman,web,completed,6,268.4
O01906,2024-03-06,C0003,chloe.gallo003@thistlewoodmail.example,Athens,web,completed,3,76.71
O02047,2024-03-06,C0051,evelyn.jasper051@thistlewoodmail.example,Portland,web,completed,4,364.91
O02518,2024-03-06,C0116,levi.hensley116@thistlewoodmail.example,Petaluma,web,completed,7,126.55
O03936,2024-03-06,C0060,hannah.pemberton060@thistlewoodmail.example,Burlington,web,completed,9,390.16
O05408,2024-03-06,C0023,ava.yates023@thistlewoodmail.example,Sedona,web,cancelled,7,140.83
O05537,2024-03-06,C0109,hannah.jasper109@thistlewoodmail.example,Duluth,phone,completed,7,176.23
O00013,2024-03-07,C0159,julian.mercer159@thistlewoodmail.example,Madison,web,completed,10,203.3
O00969,2024-03-07,C0034,harper.ostrander034@thistlewoodmail.example,Chattanooga,web,completed,14,134.27
O01484,2024-03-07,C0043,benjamin.osei043@thistlewoodmail.example,Traverse City,store,completed,4,380.87
O01894,2024-03-07,C0129,sophia.quintero129@thistlewoodmail.example,Traverse City,web,completed,8,346.1
O02141,2024-03-07,C0068,harper.ostrander068@thistlewoodmail.example,Duluth,web,completed,3,155.23
O02647,2024-03-07,C0096,julian.rowan096@thistlewoodmail.example,Providence,web,completed,2,364.88
O03126,2024-03-07,C0062,owen.nolan062@thistlewoodmail.example,Portland,web,completed,11,241.87
O04859,2024-03-07,C0018,riley.bennett018@thistlewoodmail.example,Sedona,web,completed,1,91.24
O05263,2024-03-07,C0029,harper.bennett029@thistlewoodmail.example,Boulder,web,completed,10,425.89
O00850,2024-03-08,C0153,evelyn.pemberton153@thistlewoodmail.example,Bend,web,completed,6,306.83
O00896,2024-03-08,C0143,hannah.keller143@thistlewoodmail.example,Providence,web,completed,5,447.66
O01491,2024-03-08,C0087,lily.diaz087@thistlewoodmail.example,Duluth,web,completed,5,358.05
O01855,2024-03-08,C0159,julian.mercer159@thistlewoodmail.example,Madison,web,completed,5,407.27
O02752,2024-03-08,C0160,john.abbott160@thistlewoodmail.example,Charleston,web,completed,5,15.81
O04376,2024-03-08,C0169,chloe.vance169@thistlewoodmail.example,Providence,web,completed,5,248.54
O04446,2024-03-08,C0012,gabriel.parrish012@thistlewoodmail.example,Madison,store,completed,6,28.67
O04642,2024-03-08,C0004,luke.thatcher004@thistlewoodmail.example,Fort Collins,web,completed,7,41.46
O05595,2024-03-08,C0159,julian.mercer159@thistlewoodmail.example,Madison,web,completed,5,185.4
O00654,2024-03-09,C0104,noah.grant104@thistlewoodmail.example,Eugene,web,completed,5,185.4
O01142,2024-03-09,C0111,isabella.fairweather111@thistlewoodmail.example,Asheville,store,completed,4,98.6
O01231,2024-03-09,C0164,michael.yates164@thistlewoodmail.example,Bend,web,completed,6,73.2
O01956,2024-03-09,C0018,riley.bennett018@thistlewoodmail.example,Sedona,web,completed,4,358.05
O03041,2024-03-09,C0041,james.zimmerman041@thistlewoodmail.example,Madison,web,completed,9,135.3
O03393,2024-03-09,C0171,emma.diaz171@thistlewoodmail.example,Asbury Park,web,completed,4,11.23
O03935,2024-03-09,C0109,hannah.jasper109@thistlewoodmail.example,Duluth,store,completed,8,138.12
O01719,2024-03-10,C0049,matthew.thatcher049@thistlewoodmail.example,Bozeman,web,completed,2,135.4
O01744,2024-03-10,C0155,charlotte.norwood155@thistlewoodmail.example,Lancaster,store,completed,5,391.13
O02003,2024-03-10,C0082,harper.whitfield082@thistlewoodmail.example,Ithaca,store,completed,7,346.67
O03014,2024-03-10,C0160,john.abbott160@thistlewoodmail.example,Charleston,store,completed,7,231.63
O03581,2024-03-10,C0073,luke.grant073@thistlewoodmail.example,Eugene,web,completed,8,251.58
O03878,2024-03-10,C0141,amelia.chandler141@thistlewoodmail.example,Petaluma,phone,cancelled,7,318.49
O05066,2024-03-10,C0113,david.ellison113@thistlewoodmail.example,Hudson,web,completed,2,114.8
O05375,2024-03-10,C0096,julian.rowan096@thistlewoodmail.example,Providence,store,completed,3,15.81
O05970,2024-03-10,C0130,aria.ostrander130@thistlewoodmail.example,Charleston,web,completed,8,233.19
O00847,2024-03-11,C0016,jack.iversen016@thistlewoodmail.example,Taos,web,completed,8,398.3
O01043,2024-03-11,C0147,sofia.fairweather147@thistlewoodmail.example,Lancaster,store,completed,4,206.12
O01099,2024-03-11,C0006,emily.keller006@thistlewoodmail.example,Madison,web,completed,11,269.28
O04213,2024-03-11,C0159,julian.mercer159@thistlewoodmail.example,Madison,web,completed,5,88.24
O04724,2024-03-11,C0078,wyatt.rowan078@thistlewoodmail.example,Portland,store,completed,5,380.87
O04883,2024-03-11,C0159,julian.mercer159@thistlewoodmail.example,Madison,store,completed,6,282.61
O05780,2024-03-11,C0025,levi.kirkland025@thistlewoodmail.example,Asheville,web,completed,14,300.43
O05888,2024-03-11,C0039,matthew.ingram039@thistlewoodmail.example,Eugene,web,completed,7,397.39
O00548,2024-03-12,C0036,henry.everhart036@thistlewoodmail.example,Sedona,store,completed,8,158.3
O01140,2024-03-12,C0160,john.abbott160@thistlewoodmail.example,,web,completed,1,116.76
O05007,2024-03-12,C0001,ava.gallo001@thistlewoodmail.example,Traverse City,phone,completed,6,373.62
O05601,2024-03-12,C0035,emily.lambert035@thistlewoodmail.example,Ithaca,phone,completed,12,177.2
O00298,2024-03-13,C0112,sebastian.kirkland112@thistlewoodmail.example,Petaluma,store,completed,3,349.98
O02089,2024-03-13,C0174,jack.jasper174@thistlewoodmail.example,Athens,phone,completed,5,411.82
O02865,2024-03-13,C0126,hannah.grant126@thistlewoodmail.example,Madison,phone,completed,7,148.66
O03049,2024-03-13,C0018,riley.bennett018@thistlewoodmail.example,Sedona,phone,completed,9,300.38
O04490,2024-03-13,C0074,ava.quintero074@thistlewoodmail.example,Yellow Springs,web,completed,11,338.78
O05726,2024-03-13,C0042,wyatt.rowan042@thistlewoodmail.example,Sedona,store,cancelled,10,216.82
O00438,2024-03-14,C0154,charlotte.bishop154@thistlewoodmail.example,Asbury Park,web,completed,3,162.0
O00984,2024-03-14,C0137,emma.foster137@thistlewoodmail.example,Traverse City,phone,completed,9,96.64
O01254,2024-03-14,C0066,wyatt.ingram066@thistlewoodmail.example,Boise,web,completed,9,263.49
O02412,2024-03-14,C0066,wyatt.ingram066@thistlewoodmail.example,Boise,web,completed,5,296.82
O03561,2024-03-14,C0089,gabriel.marsh089@thistlewoodmail.example,Bend,web,completed,13,150.16
O03885,2024-03-14,C0021,jack.chandler021@thistlewoodmail.example,Traverse City,phone,completed,8,391.34
O04251,2024-03-14,C0142,james.diaz142@thistlewoodmail.example,Bozeman,web,completed,8,74.64
O04491,2024-03-14,C0133,chloe.jasper133@thistlewoodmail.example,Charleston,web,completed,5,335.62
O04631,2024-03-14,C0083,wyatt.abbott083@thistlewoodmail.example,Providence,web,completed,8,175.6
O05183,2024-03-14,C0106,chloe.osei106@thistlewoodmail.example,Eugene,web,completed,7,219.72
O05184,2024-03-14,C0018,riley.bennett018@thistlewoodmail.example,Sedona,web,completed,12,291.09
O05289,2024-03-14,C0116,levi.hensley116@thistlewoodmail.example,Petaluma,web,completed,8,185.89
O05604,2024-03-14,C0027,sophia.yates027@thistlewoodmail.example,Fort Collins,store,completed,9,217.29
O05607,2024-03-14,C0026,aria.mercer026@thistlewoodmail.example,Petaluma,web,completed,13,210.24
O00667,2024-03-15,C0047,owen.hensley047@thistlewoodmail.example,Asheville,web,completed,6,208.63
O00889,2024-03-15,C0159,julian.mercer159@thistlewoodmail.example,Madison,web,completed,9,247.63
O01459,2024-03-15,C0012,gabriel.parrish012@thistlewoodmail.example,Madison,web,completed,5,389.34
O02832,2024-03-15,C0112,sebastian.kirkland112@thistlewoodmail.example,Petaluma,web,completed,7,186.08
O03854,2024-03-15,C0112,sebastian.kirkland112@thistlewoodmail.example,Petaluma,web,cancelled,5,86.46
O04040,2024-03-15,C0106,chloe.osei106@thistlewoodmail.example,Eugene,store,completed,12,161.72
O04361,2024-03-15,C0082,harper.whitfield082@thistlewoodmail.example,Ithaca,store,completed,1,29.52
O05053,2024-03-15,C0163,owen.thatcher163@thistlewoodmail.example,Burlington,web,completed,8,174.18
O05133,2024-03-15,C0124,chloe.lindqvist124@thistlewoodmail.example,Bozeman,store,completed,14,231.26
O05579,2024-03-15,C0110,matthew.whitfield110@thistlewoodmail.example,Ithaca,web,completed,12,212.29
O05779,2024-03-15,C0042,wyatt.rowan042@thistlewoodmail.example,Sedona,web,completed,9,77.59
O05838,2024-03-15,C0064,evelyn.lambert064@thistlewoodmail.example,Portland,phone,completed,5,86.46
O00160,2024-03-16,C0148,emily.holloway148@thistlewoodmail.example,Bozeman,web,pending,10,306.56
O00178,2024-03-16,C0167,sofia.parrish167@thistlewoodmail.example,Northampton,web,completed,7,365.09
O03163,2024-03-16,C0086,levi.fairweather086@thistlewoodmail.example,Taos,web,completed,1,384.93
O04207,2024-03-16,C0110,matthew.whitfield110@thistlewoodmail.example,Ithaca,web,completed,1,133.77
O04237,2024-03-16,C0095,lily.keller095@thistlewoodmail.example,Santa Fe,phone,completed,9,52.02
O04844,2024-03-16,C0052,alexander.yates052@thistlewoodmail.example,Spokane,web,completed,3,277.62
O04886,2024-03-16,C0069,zoey.bennett069@thistlewoodmail.example,Savannah,web,completed,13,100.82
O00383,2024-03-17,C0064,evelyn.lambert064@thistlewoodmail.example,Portland,store,completed,11,127.92
O01296,2024-03-17,C0074,ava.quintero074@thistlewoodmail.example,Yellow Springs,store,completed,1,28.94
O02012,2024-03-17,C0020,sebastian.yates020@thistlewoodmail.example,Asheville,web,completed,6,332.3
O02639,2024-03-17,C0143,hannah.keller143@thistlewoodmail.example,Providence,web,completed,11,245.35
O02838,2024-03-17,C0156,sofia.dunmore156@thistlewoodmail.example,Ann Arbor,store,completed,10,260.7
O02845,03/17/2024,C0046,amelia.bennett046@thistlewoodmail.example,Burlington,web,completed,6,352.89
O03483,2024-03-17,C0053,elijah.mercer053@thistlewoodmail.example,Ann Arbor,store,completed,13,237.72
O04637,2024-03-17,C0138,sophia.chandler138@thistlewoodmail.example,Hudson,store,completed,7,212.85
O04748,2024-03-17,C0163,owen.thatcher163@thistlewoodmail.example,Burlington,store,completed,8,71.92
O05455,2024-03-17,C0096,julian.rowan096@thistlewoodmail.example,Providence,web,completed,7,223.95
O00050,2024-03-18,C0154,charlotte.bishop154@thistlewoodmail.example,Asbury Park,web,completed,6,348.16
O01806,2024-03-18,C0075,sebastian.chandler075@thistlewoodmail.example,Spokane,store,completed,5,226.02
O03089,2024-03-18,C0060,,Burlington,web,completed,6,174.52
O04183,2024-03-18,C0164,michael.yates164@thistlewoodmail.example,Bend,web,completed,11,59.22
O04261,2024-03-18,C0005,john.bishop005@thistlewoodmail.example,Charleston,web,completed,15,197.45
O04330,2024-03-18,C0068,harper.ostrander068@thistlewoodmail.example,Duluth,web,completed,8,100.52
O04366,2024-03-18,C0050,matthew.vance050@thistlewoodmail.example,Taos,web,completed,5,122.39
O04398,2024-03-18,C0054,zoey.gallo054@thistlewoodmail.example,Spokane,web,completed,3,175.17
O05558,2024-03-18,C0004,luke.thatcher004@thistlewoodmail.example,Fort Collins,phone,completed,6,179.49
O05843,2024-03-18,C0110,matthew.whitfield110@thistlewoodmail.example,Ithaca,web,completed,1,86.46
O00964,2024-03-19,C0104,noah.grant104@thistlewoodmail.example,Eugene,web,completed,9,132.79
O01015,2024-03-19,C0097,zoey.vance097@thistlewoodmail.example,Asbury Park,web,completed,5,190.88
O01102,2024-03-19,C0056,matthew.parrish056@thistlewoodmail.example,Spokane,web,cancelled,9,106.51
O01401,2024-03-19,C0164,michael.yates164@thistlewoodmail.example,Bend,web,completed,5,393.67
O01620,2024-03-19,C0129,sophia.quintero129@thistlewoodmail.example,Traverse City,web,completed,9,370.92
O01875,2024-03-19,C0001,ava.gallo001@thistlewoodmail.example,Traverse City,web,completed,8,88.54
O02482,2024-03-19,C0166,michael.whitfield166@thistlewoodmail.example,Savannah,web,completed,9,81.66
O03203,2024-03-19,C0115,isabella.iversen115@thistlewoodmail.example,Charleston,web,completed,11,323.79
O03360,2024-03-19,C0124,chloe.lindqvist124@thistlewoodmail.example,,store,completed,11,328.12
O03643,2024-03-19,C0094,john.kirkland094@thistlewoodmail.example,Lancaster,web,completed,6,371.87
O03932,19-Mar-2024,C0045,levi.zimmerman045@thistlewoodmail.example,Eugene,web,completed,8,169.53
O04725,2024-03-19,C0083,wyatt.abbott083@thistlewoodmail.example,Providence,web,completed,7,84.59
O04795,2024-03-19,C0134,alexander.sawyer134@thistlewoodmail.example,Portland,web,completed,8,145.93
O05162,2024-03-19,C0008,carter.parrish008@thistlewoodmail.example,Madison,phone,completed,3,185.4
O00362,2024-03-20,C0095,lily.keller095@thistlewoodmail.example,Santa Fe,web,completed,4,248.06
O01370,2024-03-20,C0126,hannah.grant126@thistlewoodmail.example,Madison,web,pending,3,276.95
O01770,2024-03-20,C0044,isabella.zimmerman044@thistlewoodmail.example,Sedona,web,completed,5,123.07
O02505,2024-03-20,C0083,wyatt.abbott083@thistlewoodmail.example,Providence,web,completed,11,80.45
O02663,2024-03-20,C0144,joseph.iversen144@thistlewoodmail.example,Yellow Springs,phone,completed,3,345.2
O04868,2024-03-20,C0050,matthew.vance050@thistlewoodmail.example,Taos,store,completed,8,148.28
O04980,2024-03-20,C0149,olivia.lambert149@thistlewoodmail.example,Madison,web,completed,13,394.21
O05649,2024-03-20,C0049,matthew.thatcher049@thistlewoodmail.example,Bozeman,store,completed,3,364.88
O05992,2024-03-20,C0004,luke.thatcher004@thistlewoodmail.example,Fort Collins,web,completed,12,102.28
O00882,2024-03-21,C0073,luke.grant073@thistlewoodmail.example,Eugene,web,completed,6,104.73
O02502,2024-03-21,C0091,carter.diaz091@thistlewoodmail.example,Savannah,web,completed,4,375.28
O02651,2024-03-21,C0041,james.zimmerman041@thistlewoodmail.example,Madison,web,completed,10,188.58
O02895,2024-03-21,C0050,matthew.vance050@thistlewoodmail.example,Taos,web,pending,10,228.14
O03323,2024-03-21,C0090,avery.holloway090@thistlewoodmail.example,Eugene,store,completed,3,416.72
O03837,2024-03-21,C0170,sebastian.jasper170@thistlewoodmail.example,Boise,web,completed,7,156.74
O04974,2024-03-21,C0021,jack.chandler021@thistlewoodmail.example,Traverse City,phone,cancelled,10,283.05
O00052,2024-03-22,C0137,emma.foster137@thistlewoodmail.example,Traverse City,store,completed,1,271.08
O00529,03/22/2024,C0120,zoey.hensley120@thistlewoodmail.example,Fort Collins,store,completed,7,301.3
O01059,2024-03-22,C0013,owen.grant013@thistlewoodmail.example,Missoula,web,pending,14,353.48
O04257,2024-03-22,C0059,benjamin.holloway059@thistlewoodmail.example,Fort Collins,web,completed,4,196.48
O04301,2024-03-22,C0032,isabella.quintero032@thistlewoodmail.example,Ann Arbor,web,completed,9,214.7
O04421,2024-03-22,C0100,harper.iversen100@thistlewoodmail.example,Bend,store,completed,8,366.9
O04477,2024-03-22,C0009,joseph.hensley009@thistlewoodmail.example,Ithaca,web,completed,5,379.56
O05896,2024-03-22,C0088,benjamin.iversen088@thistlewoodmail.example,Spokane,web,completed,14,225.8
O00004,2024-03-23,C0109,hannah.jasper109@thistlewoodmail.example,Duluth,web,completed,10,197.32
O00226,2024-03-23,C0017,lucas.dunmore017@thistlewoodmail.example,Traverse City,web,completed,3,11.23
O00729,2024-03-23,C0047,owen.hensley047@thistlewoodmail.example,Asheville,web,completed,7,73.41
O01891,2024-03-23,C0054,zoey.gallo054@thistlewoodmail.example,Spokane,web,completed,4,323.4
O03062,2024-03-23,C0176,sebastian.parrish176@thistlewoodmail.example,Fort Collins,web,completed,5,252.47
O03960,2024-03-23,C0132,liam.dunmore132@thistlewoodmail.example,Lancaster,phone,completed,18,180.86
O04480,2024-03-23,C0120,zoey.hensley120@thistlewoodmail.example,Fort Collins,store,completed,13,225.38
O04680,2024-03-23,C0170,sebastian.jasper170@thistlewoodmail.example,Boise,web,completed,4,389.6
O04776,2024-03-23,C0118,isabella.holloway118@thistlewoodmail.example,Boulder,web,completed,6,137.18
O05381,2024-03-23,C0030,grace.thatcher030@thistlewoodmail.example,Athens,store,completed,13,180.05
O00955,2024-03-24,C0147,sofia.fairweather147@thistlewoodmail.example,Lancaster,web,completed,15,264.54
O01682,2024-03-24,C0032,isabella.quintero032@thistlewoodmail.example,Ann Arbor,web,completed,7,258.63
O02007,2024-03-24,C0101,ella.hensley101@thistlewoodmail.example,Ithaca,web,completed,9,235.84
O02175,2024-03-24,C0159,julian.mercer159@thistlewoodmail.example,Madison,web,completed,11,133.66
O02538,2024-03-24,C0079,benjamin.norwood079@thistlewoodmail.example,Ithaca,web,completed,6,145.69
O03158,2024-03-24,C0177,emily.gallo177@thistlewoodmail.example,Charleston,phone,completed,6,340.2
O03882,2024-03-24,C0002,ava.dunmore002@thistlewoodmail.example,Santa Fe,web,completed,8,193.87
O03959,2024-03-24,C0049,matthew.thatcher049@thistlewoodmail.example,Bozeman,web,completed,13,210.47
O03962,2024-03-24,C0127,chloe.quintero127@thistlewoodmail.example,Boulder,web,completed,13,234.66
O03969,2024-03-24,C0022,noah.gallo022@thistlewoodmail.example,Bend,web,completed,6,361.6
O04702,2024-03-24,C0020,sebastian.yates020@thistlewoodmail.example,Asheville,store,completed,9,207.56
O05806,2024-03-24,C0074,ava.quintero074@thistlewoodmail.example,Yellow Springs,web,completed,2,296.59
O00110,2024-03-25,C0071,zoey.dunmore071@thistlewoodmail.example,Ithaca,phone,completed,6,278.22
O00595,2024-03-25,C0135,chloe.hensley135@thistlewoodmail.example,Lancaster,web,completed,4,68.48
O03297,2024-03-25,C0033,ella.parrish033@thistlewoodmail.example,Northampton,web,completed,9,109.74
O03595,2024-03-25,C0080,david.hensley080@thistlewoodmail.example,Taos,web,completed,5,181.52
O04755,2024-03-25,C0019,owen.everhart019@thistlewoodmail.example,Providence,web,completed,3,349.98
O00484,2024-03-26,C0118,isabella.holloway118@thistlewoodmail.example,Boulder,web,completed,3,380.87
O01439,2024-03-26,C0180,owen.holloway180@thistlewoodmail.example,Athens,web,completed,1,67.39
O03313,2024-03-26,C0092,jack.zimmerman092@thistlewoodmail.example,Fort Collins,store,completed,1,417.94
O04616,2024-03-26,C0034,harper.ostrander034@thistlewoodmail.example,Chattanooga,store,completed,13,199.62
O05677,2024-03-26,C0039,matthew.ingram039@thistlewoodmail.example,Eugene,store,completed,6,63.38
O00119,2024-03-27,C0176,sebastian.parrish176@thistlewoodmail.example,Fort Collins,web,completed,10,327.57
O01006,2024-03-27,C0118,isabella.holloway118@thistlewoodmail.example,Boulder,web,completed,6,243.25
O01876,2024-03-27,C0131,isaac.bishop131@thistlewoodmail.example,Boulder,phone,completed,2,358.81
O01881,2024-03-27,C0062,owen.nolan062@thistlewoodmail.example,Portland,web,completed,10,330.09
O04313,2024-03-27,C0116,levi.hensley116@thistlewoodmail.example,Petaluma,web,completed,1,28.94
O04521,2024-03-27,C0109,hannah.jasper109@thistlewoodmail.example,Duluth,web,completed,14,249.08
O04527,2024-03-27,C0023,ava.yates023@thistlewoodmail.example,Sedona,web,completed,5,252.47
O04555,2024-03-27,C0023,ava.yates023@thistlewoodmail.example,Sedona,web,completed,10,180.99
O04560,2024-03-27,C0049,matthew.thatcher049@thistlewoodmail.example,Bozeman,web,completed,4,236.95
O05918,2024-03-27,C0164,michael.yates164@thistlewoodmail.example,Bend,web,completed,9,166.73
O01380,2024-03-28,C0121,sophia.norwood121@thistlewoodmail.example,Taos,phone,completed,10,367.49
O01539,2024-03-28,C0079,benjamin.norwood079@thistlewoodmail.example,Ithaca,web,completed,10,223.7
O02406,2024-03-28,C0062,owen.nolan062@thistlewoodmail.example,Portland,web,completed,3,170.23
O02702,2024-03-28,C0005,john.bishop005@thistlewoodmail.example,Charleston,web,completed,11,249.81
O03533,2024-03-28,C0162,ella.nolan162@thistlewoodmail.example,Petaluma,web,completed,5,271.08
O03771,2024-03-28,C0091,carter.diaz091@thistlewoodmail.example,Savannah,web,completed,12,193.62
O03889,2024-03-28,C0087,lily.diaz087@thistlewoodmail.example,Duluth,web,completed,4,359.8
O03906,2024-03-28,C0166,michael.whitfield166@thistlewoodmail.example,Savannah,web,completed,10,177.55
O03909,2024-03-28,C0104,noah.grant104@thistlewoodmail.example,Eugene,web,completed,7,200.29
O03920,2024-03-28,C0098,elijah.diaz098@thistlewoodmail.example,Charleston,store,completed,10,153.34
O04349,2024-03-28,C0018,riley.bennett018@thistlewoodmail.example,Sedona,store,completed,11,128.63
O04918,2024-03-28,C0170,sebastian.jasper170@thistlewoodmail.example,Boise,web,cancelled,9,55.74
O05027,2024-03-28,C0127,chloe.quintero127@thistlewoodmail.example,Boulder,phone,completed,1,345.2
O05640,2024-03-28,C0144,joseph.iversen144@thistlewoodmail.example,Yellow Springs,store,completed,7,212.64
O05868,2024-03-28,C0015,david.everhart015@thistlewoodmail.example,Madison,web,completed,9,243.17
O00476,2024-03-29,C0106,chloe.osei106@thistlewoodmail.example,Eugene,store,completed,7,119.6
O00633,2024-03-29,C0085,henry.thatcher085@thistlewoodmail.example,Fort Collins,store,completed,2,34.75
O03347,2024-03-29,C0048,joseph.underwood048@thistlewoodmail.example,Eugene,web,cancelled,13,154.83
O04215,2024-03-29,C0179,harper.bennett179@thistlewoodmail.example,Missoula,web,completed,9,372.13
O04230,2024-03-29,C0133,chloe.jasper133@thistlewoodmail.example,Charleston,web,completed,6,169.66
O05523,2024-03-29,C0119,owen.thatcher119@thistlewoodmail.example,Missoula,web,completed,5,29.64
O00299,2024-03-30,C0141,amelia.chandler141@thistlewoodmail.example,Petaluma,phone,completed,5,29.64
O00324,2024-03-30,C0081,amelia.jasper081@thistlewoodmail.example,Ann Arbor,web,completed,5,443.61
O00455,2024-03-30,C0139,isaac.carter139@thistlewoodmail.example,Ann Arbor,store,completed,8,38.11
O00493,2024-03-30,C0164,michael.yates164@thistlewoodmail.example,Bend,store,completed,8,15.96
O01766,2024-03-30,C0095,lily.keller095@thistlewoodmail.example,Santa Fe,web,completed,7,308.58
O01864,2024-03-30,C0127,chloe.quintero127@thistlewoodmail.example,Boulder,store,completed,4,329.03
O02902,2024-03-30,C0115,isabella.iversen115@thistlewoodmail.example,Charleston,store,completed,10,200.22
O03794,2024-03-30,C0177,emily.gallo177@thistlewoodmail.example,Charleston,web,completed,6,209.43
O04048,2024-03-30,C0167,sofia.parrish167@thistlewoodmail.example,Northampton,web,completed,4,235.67
O05134,2024-03-30,C0169,chloe.vance169@thistlewoodmail.example,Providence,phone,completed,11,146.85
O00228,2024-03-31,C0098,elijah.diaz098@thistlewoodmail.example,Charleston,web,completed,12,76.55
O00403,2024-03-31,C0047,owen.hensley047@thistlewoodmail.example,Asheville,store,pending,7,263.0
O01244,2024-03-31,C0058,david.vance058@thistlewoodmail.example,Petaluma,web,completed,3,99.75
O01288,2024-03-31,C0001,ava.gallo001@thistlewoodmail.example,Traverse City,web,completed,9,286.18
O01450,2024-03-31,C0039,matthew.ingram039@thistlewoodmail.example,Eugene,phone,pending,6,194.5
O01697,2024-03-31,C0024,michael.sawyer024@thistlewoodmail.example,Yellow Springs,web,completed,13,196.75
O02032,2024-03-31,C0064,evelyn.lambert064@thistlewoodmail.example,Portland,web,completed,12,169.99
O02330,2024-03-31,C0068,harper.ostrander068@thistlewoodmail.example,Duluth,phone,completed,2,29.52
O03704,2024-03-31,C0003,chloe.gallo003@thistlewoodmail.example,Athens,web,completed,7,283.98
O04341,2024-03-31,C0058,david.vance058@thistlewoodmail.example,Petaluma,store,completed,3,162.07
O04586,2024-03-31,C0111,isabella.fairweather111@thistlewoodmail.example,Asheville,web,pending,16,220.19
O05598,2024-03-31,C0032,isabella.quintero032@thistlewoodmail.example,Ann Arbor,web,completed,4,211.23
O02003,2024-03-10,C0082,harper.whitfield082@thistlewoodmail.example,Ithaca,store,completed,7,346.67
O03297,2024-03-25,C0033,ella.parrish033@thistlewoodmail.example,Northampton,web,completed,9,109.74
O02420,2024-02-02,C0089,gabriel.marsh089@thistlewoodmail.example,Bend,web,completed,9,260.11
